frame_index,hand_index,fingertip_id,x,y
4,1,16,736.5149457752705,90.96226513385773
4,1,20,774.8368285596371,129.38788056373596
5,0,4,519.4662344455719,207.8269398212433
5,0,8,489.91958782076836,125.2897447347641
5,0,12,435.21666392683983,106.10529363155365
5,0,16,385.2367636561394,121.56011819839478
5,0,20,351.84691809117794,159.68469858169556
5,1,4,599.1551899909973,209.2318308353424
5,1,8,674.1120065748692,96.49033010005951
5,1,12,697.4082545936108,80.90530425310135
5,1,16,736.0626804828644,90.76156497001648
5,1,20,774.8545034229755,128.4231275320053
6,0,4,519.1318571567535,208.72490763664246
6,0,8,489.15150940418243,124.994677901268
6,0,12,433.8483349233866,106.37451171875
6,0,16,384.6512699127197,119.87714290618896
6,0,20,353.45332972705364,158.35003793239594
6,1,4,599.6973858773708,208.26716899871826
6,1,8,674.1950450837612,96.2323796749115
6,1,12,696.4161278307438,81.9159284234047
6,1,16,735.7401975989342,89.69316363334656
6,1,20,774.7942532598972,127.28112161159515
7,0,4,519.027197510004,208.7274408340454
7,0,8,490.6243035197258,123.16919505596161
7,0,12,434.07305024564266,104.8736834526062
7,0,16,382.7038112282753,120.23609697818756
7,0,20,350.3432207554579,159.2741483449936
7,1,4,600.3227314352989,208.3831286430359
7,1,8,674.8132206499577,96.58117055892944
7,1,12,696.1669011414051,81.676085293293
7,1,16,736.3630975782871,90.42417347431183
7,1,20,773.8576522469521,127.22355723381042
8,0,4,519.5749515295029,208.16225409507751
8,0,8,491.9062313437462,122.78016686439514
8,0,12,434.10017393529415,105.22104561328888
8,0,16,383.4059423953295,119.2816287279129
8,0,20,351.0819522291422,158.10105502605438
8,1,4,600.4157190024853,208.6758852005005
8,1,8,673.8665038347244,95.43795883655548
8,1,12,697.2296717762947,80.21935999393463
8,1,16,737.4128621816635,90.38142323493958
8,1,20,773.5602921247482,127.70866453647614
9,0,4,519.9443450570107,207.03832507133484
9,0,8,490.1277954876423,121.8712455034256
9,0,12,432.7361246943474,104.26238238811493
9,0,16,383.570796623826,119.75898444652557
9,0,20,350.57296618819237,159.6346628665924
9,1,4,600.4281136393547,208.43650817871094
9,1,8,674.3098205327988,95.63064396381378
9,1,12,697.5344797968864,80.0962820649147
9,1,16,737.263181656599,90.63592851161957
9,1,20,773.4254518151283,127.56340086460114
10,0,4,520.4350726306438,206.93231582641602
10,0,8,491.29600390791893,122.0189106464386
10,0,12,433.97028036415577,104.53683912754059
10,0,16,383.55823524296284,119.38241958618164
10,0,20,352.3348943889141,157.9025435447693
10,1,4,600.1343107223511,209.18718576431274
10,1,8,674.4191490113735,96.21801137924194
10,1,12,696.8779531121254,81.35553449392319
10,1,16,737.2417272627354,90.93473434448242
10,1,20,774.1520665585995,127.6151591539383
11,0,4,521.1182227730751,206.57237887382507
11,0,8,491.7186999320984,121.8582147359848
11,0,12,434.51475508511066,104.24302875995636
11,0,16,383.3913800865412,118.89284372329712
11,0,20,351.8257138133049,157.70371794700623
11,1,4,600.2927175164223,208.73998522758484
11,1,8,674.0977221727371,96.00584089756012
11,1,12,697.6620945334435,80.91022372245789
11,1,16,737.5738812983036,90.67101836204529
11,1,20,774.2023120820522,128.00185680389404
12,0,4,520.4916544258595,206.5883481502533
12,0,8,490.59912517666817,121.99101507663727
12,0,12,432.91920959949493,105.18833696842194
12,0,16,383.10282960534096,120.36045670509338
12,0,20,352.316524758935,158.57522904872894
12,1,4,599.4328187406063,209.00262713432312
12,1,8,674.4076436758041,96.97532594203949
12,1,12,696.8861791491508,82.00885117053986
12,1,16,736.3070160150528,90.61937153339386
12,1,20,773.9698153734207,128.2151621580124
13,0,4,520.6578426063061,206.96871280670166
13,0,8,491.6033686697483,123.04579794406891
13,0,12,434.2594700306654,105.27953207492828
13,0,16,383.4248400479555,119.34356033802032
13,0,20,351.8338008970022,159.0843105316162
13,1,4,600.1646581292152,209.71952199935913
13,1,8,674.4902375340462,97.42710649967194
13,1,12,696.9537660479546,82.2177842259407
13,1,16,735.8813185989857,89.95703160762787
13,1,20,774.2545585334301,127.32047736644745
14,0,4,520.4562491178513,207.1624720096588
14,0,8,490.92577666044235,123.08063447475433
14,0,12,434.0185249596834,105.03723680973053
14,0,16,383.012565523386,118.76779496669769
14,0,20,351.18980780243874,159.5849108695984
14,1,4,600.2863812446594,210.2287757396698
14,1,8,674.0135164558887,97.73244798183441
14,1,12,696.4217415452003,82.46874809265137
14,1,16,735.7618187367916,90.3653222322464
14,1,20,773.9999960362911,128.0227506160736
15,0,4,520.6626781821251,207.01639771461487
15,0,8,490.9218303859234,123.22887718677521
15,0,12,433.83846923708916,105.39083063602448
15,0,16,383.6573923379183,118.72825682163239
15,0,20,352.5550242513418,160.12788653373718
15,1,4,600.5159321427345,210.92623591423035
15,1,8,673.8974626362324,98.18621456623077
15,1,12,696.2954607605934,82.56707161664963
15,1,16,735.7060706615448,90.39751410484314
15,1,20,774.0276755392551,128.07218849658966
16,0,4,520.6884123384953,206.43394470214844
16,0,8,491.60759285092354,123.4616881608963
16,0,12,434.49096627533436,104.91109371185303
16,0,16,383.8443401455879,119.10102188587189
16,0,20,353.9828808605671,159.07865643501282
16,1,4,601.1904115974903,211.40464544296265
16,1,8,673.9060777425766,99.03940558433533
16,1,12,696.3322000205517,83.95915985107422
16,1,16,735.8300170302391,90.8734005689621
16,1,20,774.0804222226143,128.32643032073975
17,0,4,520.6291626393795,205.58090567588806
17,0,8,490.9690745174885,123.83355140686035
17,0,12,434.2377933114767,105.50789475440979
17,0,16,383.75571571290493,119.16656076908112
17,0,20,353.91507163643837,163.4274673461914
17,1,4,602.5859476625919,211.96211099624634
17,1,8,674.5593251287937,100.24457931518555
17,1,12,697.4430485069752,85.19118547439575
17,1,16,736.0575670003891,93.39312136173248
17,1,20,775.5562177300453,130.72405099868774
18,0,4,520.588866174221,205.47947645187378
18,0,8,491.83475375175476,125.23742914199829
18,0,12,434.1488353908062,106.89025044441223
18,0,16,384.9329560995102,120.12753427028656
18,0,20,352.82734498381615,166.2703025341034
18,1,4,603.6768424510956,215.00794649124146
18,1,8,674.7589732706547,103.46852898597717
18,1,12,697.358676046133,87.66793310642242
18,1,16,735.4132682085037,95.4047030210495
18,1,20,773.8259708881378,133.66387724876404
19,0,4,521.8159352242947,203.88358235359192
19,0,8,490.72451665997505,124.02232527732849
19,0,12,433.5565607249737,106.4478325843811
19,0,16,385.06259955465794,121.5109235048294
19,0,20,354.2646226286888,166.08895599842072
19,1,4,605.9983079135418,219.9932587146759
19,1,8,675.7253102958202,108.37019503116608
19,1,12,698.2675975561142,92.35548317432404
19,1,16,734.7331194579601,100.88349223136902
19,1,20,772.2788645327091,139.17495965957642
20,0,4,523.9133523404598,202.90734887123108
20,0,8,490.8599127829075,124.3987786769867
20,0,12,434.67260606586933,106.9784665107727
20,0,16,384.83076982200146,122.04761683940887
20,0,20,353.5552380979061,168.28644394874573
20,1,4,602.5609360635281,225.94961643218994
20,1,8,673.5891529917717,117.39643335342407
20,1,12,694.4367654621601,100.42918860912323
20,1,16,733.3551470935345,108.30056250095367
20,1,20,773.6039234697819,145.8816909790039
21,0,4,524.708721190691,203.68868827819824
21,0,8,490.7395236194134,124.37018394470215
21,0,12,435.2596838772297,107.60236263275146
21,0,16,384.9226735532284,122.17964708805084
21,0,20,353.3507265895605,165.7161808013916
21,1,4,597.6743921637535,236.53378129005432
21,1,8,672.6033625006676,125.07672309875488
21,1,12,694.1828699409962,107.246955037117
21,1,16,734.5461438596249,115.24686336517334
21,1,20,776.7271496355534,152.91507303714752
22,0,4,526.0263878107071,205.82703113555908
22,0,8,489.04234766960144,127.06087529659271
22,0,12,434.8797854781151,107.4428117275238
22,0,16,384.8657304793596,124.12476778030396
22,0,20,352.0039075613022,168.02224159240723
22,1,4,595.2457103133202,248.7258780002594
22,1,8,670.6897528469563,132.44037330150604
22,1,12,693.1679548323154,113.5094141960144
22,1,16,734.0486353635788,122.95598089694977
22,1,20,779.78406727314,160.10717511177063
23,0,4,529.476988017559,203.6925184726715
23,0,8,488.91117572784424,126.71287477016449
23,0,12,435.7017222046852,107.49560356140137
23,0,16,385.80344311892986,122.85373091697693
23,0,20,352.0545143634081,167.04804480075836
23,1,4,596.4441549777985,250.6304371356964
23,1,8,669.8411370813847,135.9956955909729
23,1,12,693.6577931046486,118.17599952220917
23,1,16,736.0982525348663,127.51516878604889
23,1,20,783.1338429450989,163.1503963470459
24,0,4,528.9954869449139,204.31629300117493
24,0,8,489.16807264089584,125.64274072647095
24,0,12,435.5241398513317,108.89627933502197
24,0,16,385.06521187722683,123.03322315216064
24,0,20,352.62033231556416,167.1958214044571
24,1,4,597.7607655525208,251.3130021095276
24,1,8,669.6058057248592,137.76051342487335
24,1,12,692.6623314619064,120.42236804962158
24,1,16,735.2702018618584,129.74820256233215
24,1,20,783.2962515950203,164.5912081003189
25,0,4,528.9002761244774,204.06092643737793
25,0,8,489.27117601037025,126.31976306438446
25,0,12,435.7401844859123,109.05459403991699
25,0,16,384.6770318597555,123.21013152599335
25,0,20,352.42240719497204,167.34999179840088
25,1,4,600.228965729475,250.72803616523743
25,1,8,669.4579038023949,139.25799787044525
25,1,12,692.2160689532757,121.12320244312286
25,1,16,734.6545830368996,129.25117909908295
25,1,20,783.686265796423,164.41294193267822
26,0,4,528.8191829621792,204.22284841537476
26,0,8,489.12521943449974,126.43983662128448
26,0,12,435.67684955894947,108.77951920032501
26,0,16,384.7409503906965,122.63223826885223
26,0,20,352.9023241996765,167.20982491970062
26,1,4,603.533275872469,250.2906036376953
26,1,8,668.6796540021896,141.2142950296402
26,1,12,690.8560493588448,122.53232896327972
26,1,16,733.6271065473557,129.3376725912094
26,1,20,782.6126012206078,165.03357529640198
27,0,4,528.8385252654552,204.43316459655762
27,0,8,489.54669266939163,127.02240109443665
27,0,12,435.00570498406887,109.9811464548111
27,0,16,385.09091824293137,123.86173069477081
27,0,20,353.2423707842827,167.29781806468964
27,1,4,610.2560602128506,247.59947657585144
27,1,8,668.362340182066,141.58925890922546
27,1,12,691.3718996942043,124.10398542881012
27,1,16,733.1851238012314,130.53594589233398
27,1,20,783.1768073141575,164.9780172109604
28,0,4,528.7357553839684,205.13303637504578
28,0,8,489.4124637544155,126.84864401817322
28,0,12,434.5074461400509,109.4251400232315
28,0,16,384.2318531870842,124.17019307613373
28,0,20,352.9258073121309,167.7959257364273
28,1,4,612.5220555067062,248.2033097743988
28,1,8,668.6730398237705,143.60769033432007
28,1,12,691.5121313929558,124.93631303310394
28,1,16,733.7875698506832,130.44829726219177
28,1,20,782.6466725766659,164.5523488521576
29,0,4,528.8660380244255,205.11812090873718
29,0,8,489.4308611750603,126.18020415306091
29,0,12,434.19863626360893,109.40964698791504
29,0,16,383.98729532957077,123.50556313991547
29,0,20,353.5631862282753,167.64504849910736
29,1,4,616.6987146437168,248.35702419281006
29,1,8,668.4213675558567,144.52962219715118
29,1,12,691.1633585393429,125.05299210548401
29,1,16,734.1882556676865,130.4526948928833
29,1,20,782.7696740627289,164.27045464515686
30,0,4,528.8235738873482,205.27777314186096
30,0,8,489.4514262676239,126.10392451286316
30,0,12,434.48018349707127,109.17639017105103
30,0,16,384.3443498015404,123.3118748664856
30,0,20,353.5587675124407,167.3695683479309
30,1,4,619.0181235969067,249.73982572555542
30,1,8,668.1256192922592,144.9923461675644
30,1,12,691.0361884534359,125.7750141620636
30,1,16,733.8996218144894,131.64672255516052
30,1,20,782.9380299150944,165.19328832626343
31,0,4,528.5347732901573,205.66020488739014
31,0,8,489.57153752446175,126.39082431793213
31,0,12,434.3121889233589,109.6329939365387
31,0,16,384.0831731259823,123.97389054298401
31,0,20,353.1908190995455,167.71619081497192
31,1,4,620.6729465723038,252.00413942337036
31,1,8,667.2058038413525,145.8117038011551
31,1,12,691.54336810112,126.67733907699585
31,1,16,734.0176765620708,133.44541430473328
31,1,20,782.0538976788521,166.26886367797852
32,0,4,528.2763756811619,205.81241965293884
32,0,8,488.884107619524,127.70825922489166
32,0,12,434.36240665614605,109.963738322258
32,0,16,384.3036086857319,123.62454235553741
32,0,20,353.04241694509983,167.51927018165588
32,1,4,619.4408752024174,254.3768334388733
32,1,8,667.246989607811,147.3536103963852
32,1,12,691.7881482839584,129.14862513542175
32,1,16,734.6354074776173,135.1697415113449
32,1,20,782.0713502168655,168.1791377067566
33,0,4,526.5871478617191,205.86361050605774
33,0,8,489.20547887682915,128.45872402191162
33,0,12,434.6284744888544,110.36506772041321
33,0,16,385.21433658897877,123.94643068313599
33,0,20,352.9271134734154,167.2682100534439
33,1,4,621.5819236636162,255.6698179244995
33,1,8,665.8740751445293,150.15189170837402
33,1,12,691.6372449696064,131.47414088249207
33,1,16,735.750035494566,137.3377126455307
33,1,20,782.1186499297619,168.7993758916855
34,0,4,523.9015135169029,205.5762243270874
34,0,8,489.2856827378273,129.31972742080688
34,0,12,435.24970702826977,111.6258704662323
34,0,16,386.38529628515244,125.03956615924835
34,0,20,353.009290471673,167.25039660930634
34,1,4,623.660387545824,256.7894506454468
34,1,8,664.6093775331974,154.43265080451965
34,1,12,692.8790986537933,135.17881035804749
34,1,16,737.0680356025696,141.07326686382294
34,1,20,781.7997798323631,170.77292919158936
35,0,4,519.9841412901878,207.9406702518463
35,0,8,488.38042959570885,129.33119773864746
35,0,12,434.2429345846176,110.94125866889954
35,0,16,384.187666028738,124.08937394618988
35,0,20,353.1656685471535,167.2355318069458
35,1,4,628.6603173613548,256.9036066532135
35,1,8,664.3558710813522,156.76751911640167
35,1,12,693.8940693438053,137.47632920742035
35,1,16,738.5872401297092,145.69412291049957
35,1,20,778.8128946721554,174.28752779960632
36,0,4,518.3055295050144,208.231440782547
36,0,8,488.1067471206188,129.7409474849701
36,0,12,433.4527625888586,111.60277783870697
36,0,16,383.583969399333,124.62990760803223
36,0,20,353.13254207372665,168.13852548599243
36,1,4,634.5961812138557,254.34402346611023
36,1,8,666.3779754936695,163.03399085998535
36,1,12,698.4016041457653,144.82463836669922
36,1,16,738.7648224830627,151.94505095481873
36,1,20,776.9800446927547,188.07561993598938
37,0,4,517.4573028087616,207.57805824279785
37,0,8,487.49407410621643,130.4319429397583
37,0,12,433.29471707344055,112.02579140663147
37,0,16,383.7191154062748,125.9158194065094
37,0,20,353.53350579738617,169.0751600265503
37,1,4,636.9415466487408,254.0572452545166
37,1,8,666.6216996312141,163.80146861076355
37,1,12,699.9597711861134,147.12436616420746
37,1,16,738.342070877552,155.00574111938477
37,1,20,771.7103786766529,193.21845650672913
38,0,4,515.4315300285816,207.84398317337036
38,0,8,488.7375396490097,136.9940996170044
38,0,12,433.6976261436939,111.63879990577698
38,0,16,385.28564743697643,125.27683556079865
38,0,20,354.2480316013098,169.5112144947052
38,1,4,640.2272370457649,249.73384737968445
38,1,8,662.47016325593,162.91549801826477
38,1,12,698.2521459460258,149.13549184799194
38,1,16,738.483303040266,161.31613850593567
38,1,20,768.4101259708405,201.75162315368652
39,0,4,515.9595526754856,207.29097604751587
39,0,8,487.17264726758003,140.01767337322235
39,0,12,433.77079896628857,111.47164940834045
39,0,16,384.8664530366659,125.30891597270966
39,0,20,353.86654913425446,169.34797525405884
39,1,4,641.1965198814869,247.86011219024658
39,1,8,662.621955871582,162.68122792243958
39,1,12,699.407737404108,148.4179788827896
39,1,16,739.484433978796,160.1908314228058
39,1,20,766.6363033652306,202.20058679580688
40,0,4,515.7341703772545,207.12668299674988
40,0,8,489.15667846798897,138.04676473140717
40,0,12,434.6051859110594,111.76966488361359
40,0,16,384.851862937212,127.42386221885681
40,0,20,354.4529877603054,168.63459646701813
40,1,4,638.0529509484768,251.68297052383423
40,1,8,661.9558691978455,163.05121660232544
40,1,12,698.4616875648499,148.24374556541443
40,1,16,739.5501866936684,160.59359967708588
40,1,20,766.7509676516056,199.99046325683594
41,0,4,516.0192470252514,205.40303468704224
41,0,8,492.21481889486313,135.75118124485016
41,0,12,436.02559462189674,110.50426185131073
41,0,16,385.39858870208263,126.89285337924957
41,0,20,355.0366473197937,168.1182599067688
41,1,4,637.6190830767155,250.7956624031067
41,1,8,662.0955450832844,163.59831631183624
41,1,12,700.2319529652596,147.26088523864746
41,1,16,739.6981997787952,160.4262262582779
41,1,20,767.3243446648121,201.07876539230347
42,0,4,514.5465084910393,205.74694156646729
42,0,8,489.9688884615898,139.33183550834656
42,0,12,435.64614087343216,110.71293652057648
42,0,16,384.7571801394224,126.95999324321747
42,0,20,354.95841659605503,167.62697160243988
42,1,4,637.0751085877419,252.20134377479553
42,1,8,661.501102745533,163.9211267232895
42,1,12,699.6082192659378,147.76268124580383
42,1,16,739.4829888641834,160.7538801431656
42,1,20,766.7277902364731,201.6722023487091
43,0,4,514.4448502361774,205.74469208717346
43,0,8,490.35134360194206,141.2663573026657
43,0,12,435.6991098821163,110.92781245708466
43,0,16,384.64218236505985,127.36226499080658
43,0,20,355.04328928887844,167.6878798007965
43,1,4,638.5341185331345,251.42006516456604
43,1,8,662.6417984068394,165.64186692237854
43,1,12,700.750415623188,148.18530976772308
43,1,16,739.7323267161846,161.35873675346375
43,1,20,765.7911336421967,201.78570985794067
44,0,4,514.6045909821987,206.34937644004822
44,0,8,489.91275131702423,142.77624428272247
44,0,12,435.5470949411392,111.13498747348785
44,0,16,384.5146510004997,127.22269594669342
44,0,20,355.1567863672972,168.19189488887787
44,1,4,638.0883006751537,253.70965003967285
44,1,8,661.6000375151634,166.02902054786682
44,1,12,699.9258109927177,147.97400057315826
44,1,16,740.1320120692253,161.08456373214722
44,1,20,767.0178692042828,200.8697259426117
45,0,4,514.5315571129322,206.47161841392517
45,0,8,489.76796194911003,144.0043991804123
45,0,12,435.5597396939993,110.97238659858704
45,0,16,384.2297688871622,126.95798695087433
45,0,20,355.3144983947277,168.09755861759186
45,1,4,638.925411105156,255.6056571006775
45,1,8,661.8764434754848,166.9337671995163
45,1,12,700.3168812394142,149.11863088607788
45,1,16,739.7112613916397,161.59908652305603
45,1,20,768.9023542404175,200.8571207523346
46,0,4,514.419282823801,205.52369594573975
46,0,8,488.93296360969543,144.30266797542572
46,0,12,435.06298154592514,111.3658732175827
46,0,16,383.48395079374313,126.95971965789795
46,0,20,353.70258420705795,169.81128692626953
46,1,4,638.3427520096302,261.26259088516235
46,1,8,661.7226499319077,166.40007317066193
46,1,12,700.067098736763,148.58324468135834
46,1,16,739.5445173978806,161.42724454402924
46,1,20,769.5198072493076,201.19691371917725
47,0,4,514.7432108223438,205.74915051460266
47,0,8,489.8710097372532,142.32663214206696
47,0,12,435.47097630798817,111.22490584850311
47,0,16,384.2910195142031,126.99454605579376
47,0,20,355.61021886765957,166.38237118721008
47,1,4,639.1889777779579,265.6066596508026
47,1,8,661.6007600724697,168.7595134973526
47,1,12,700.4706192016602,150.26812493801117
47,1,16,740.3680104017258,162.12416768074036
47,1,20,770.9454683959484,201.8790328502655
48,0,4,516.7831012606621,204.3811023235321
48,0,8,487.63313859701157,141.3651418685913
48,0,12,434.43624645471573,111.45228564739227
48,0,16,383.5536775738001,126.87729954719543
48,0,20,353.4816762059927,169.43312108516693
48,1,4,638.8011312484741,269.5928990840912
48,1,8,660.5011390149593,168.83338153362274
48,1,12,700.4799568653107,149.5678073167801
48,1,16,739.2816177010536,161.10302567481995
48,1,20,772.1879890561104,200.27630925178528
49,0,4,517.3032869398594,205.05997896194458
49,0,8,486.5461900830269,132.35488295555115
49,0,12,434.29701521992683,111.37275338172913
49,0,16,384.601469039917,125.38438498973846
49,0,20,354.8652622848749,167.6418262720108
49,1,4,637.620083540678,269.9657452106476
49,1,8,661.2309218943119,169.99926030635834
49,1,12,700.0957231223583,150.82762718200684
49,1,16,738.4113807976246,163.33112478256226
49,1,20,772.6160764694214,201.29112839698792
50,0,4,517.7128657698631,203.15677762031555
50,0,8,484.1983234882355,129.21737611293793
50,0,12,436.8135989457369,112.49391615390778
50,0,16,384.8217934370041,125.72335720062256
50,0,20,354.5822699368,166.02425813674927
50,1,4,636.3183687627316,270.4784846305847
50,1,8,661.8715523183346,171.20424151420593
50,1,12,699.8763436079025,152.7848869562149
50,1,16,737.9244883358479,163.78344237804413
50,1,20,774.6990424394608,202.2871208190918
51,0,4,519.240685403347,202.86242008209229
51,0,8,474.78056713938713,128.12704741954803
51,0,12,436.6020841896534,111.94961309432983
51,0,16,385.7761526852846,126.38367056846619
51,0,20,354.2416953295469,166.13689422607422
51,1,4,636.2507262825966,269.9646306037903
51,1,8,661.6348870098591,173.28201055526733
51,1,12,698.1802792847157,153.7950348854065
51,1,16,737.3641173541546,165.33902823925018
51,1,20,775.7110673189163,202.48304843902588
52,0,4,522.1883301436901,202.17647075653076
52,0,8,456.000969260931,127.96864151954651
52,0,12,434.4980528950691,112.51139521598816
52,0,16,384.9014414846897,124.9257242679596
52,0,20,354.7947573661804,165.40285468101501
52,1,4,635.0271032750607,270.2402627468109
52,1,8,660.9978693723679,175.05038499832153
52,1,12,697.5360360741615,155.67595422267914
52,1,16,737.4954560399055,167.7870088815689
52,1,20,776.5774691104889,201.44468069076538
53,0,4,523.5265062749386,203.1404435634613
53,0,8,439.5542588084936,119.29503440856934
53,0,12,432.0659250020981,112.0360255241394
53,0,16,384.2607554793358,124.70339059829712
53,0,20,356.03146977722645,165.6017106771469
53,1,4,635.2566541731358,271.0579991340637
53,1,8,660.4889667034149,174.29397225379944
53,1,12,698.3316272497177,154.88767385482788
53,1,16,737.6297405362129,168.48532021045685
53,1,20,778.0245846509933,201.06160044670105
54,0,4,522.9114988446236,203.495192527771
54,0,8,436.21218115091324,116.62851989269257
54,0,12,429.01859514415264,117.05286085605621
54,0,16,384.45037119090557,125.50733625888824
54,0,20,354.738981500268,166.17947220802307
54,1,4,635.0978583097458,270.18009424209595
54,1,8,661.6656790673733,174.33987379074097
54,1,12,699.0259492397308,154.9950408935547
54,1,16,738.0140854418278,168.04958999156952
54,1,20,777.8068725764751,200.81731915473938
55,0,4,522.6185296475887,202.12712407112122
55,0,8,438.4795381873846,118.45072984695435
55,0,12,431.56647115945816,114.49537515640259
55,0,16,386.89500488340855,128.12595307826996
55,0,20,356.7364911735058,164.91502165794373
55,1,4,634.2023319005966,268.4909176826477
55,1,8,661.8843360245228,173.71628165245056
55,1,12,698.3286814391613,155.32756865024567
55,1,16,737.9490552842617,167.72101402282715
55,1,20,778.565279841423,199.37734842300415
56,0,4,522.7813829481602,202.8409993648529
56,0,8,445.7951530069113,125.20299792289734
56,0,12,433.6065839231014,114.28597092628479
56,0,16,384.44103352725506,125.21687984466553
56,0,20,355.2165362983942,165.1253378391266
56,1,4,634.8934301733971,267.15750336647034
56,1,8,661.7422145605087,173.43388080596924
56,1,12,698.7044112384319,155.1354306936264
56,1,16,737.9049237072468,167.22281515598297
56,1,20,777.727335691452,199.76115822792053
57,0,4,522.1651527285576,202.9896068572998
57,0,8,448.9763782918453,131.71588897705078
57,0,12,434.74375016987324,115.8785617351532
57,0,16,386.3904097676277,126.46575629711151
57,0,20,356.1105064302683,164.65013027191162
57,1,4,635.0168207287788,266.47897124290466
57,1,8,661.0805743932724,173.7994110584259
57,1,12,697.7142298221588,154.83240962028503
57,1,16,737.3735661804676,167.12921857833862
57,1,20,777.8714580833912,199.28412675857544
58,0,4,522.3484043776989,203.8394844532013
58,0,8,452.78222657740116,140.40885984897614
58,0,12,431.4740949869156,119.65785920619965
58,0,16,390.85514694452286,132.42994666099548
58,0,20,357.06681102514267,164.83055472373962
58,1,4,636.4540983736515,265.308552980423
58,1,8,661.0388328135014,172.57468104362488
58,1,12,697.8533498942852,153.3346313238144
58,1,16,737.5117413699627,166.64622902870178
58,1,20,777.795200496912,198.69964718818665
59,0,4,522.340289503336,205.83951473236084
59,0,8,450.7874681800604,140.48988163471222
59,0,12,422.26943746209145,120.94953656196594
59,0,16,386.85006737709045,134.79879021644592
59,0,20,354.51065339148045,166.0706865787506
59,1,4,637.1920517086983,265.39101362228394
59,1,8,661.6226591169834,171.65448188781738
59,1,12,697.7195656299591,153.28076541423798
59,1,16,738.1274157762527,165.69304764270782
59,1,20,778.23646068573,198.03070068359375
60,0,4,523.1086458265781,206.48752689361572
60,0,8,448.81002336740494,140.10325491428375
60,0,12,422.46777944266796,121.99323415756226
60,0,16,386.90370336174965,134.41662192344666
60,0,20,354.558981359005,165.86643993854523
60,1,4,636.9846221804619,265.610226392746
60,1,8,662.1995933353901,171.10629796981812
60,1,12,697.9575648903847,153.08598279953003
60,1,16,737.2033205628395,165.1581984758377
60,1,20,777.5319673120975,197.19284057617188
61,0,4,522.9459592700005,208.00118327140808
61,0,8,447.91877672076225,139.70897793769836
61,0,12,421.5388486534357,123.82882952690125
61,0,16,386.38468489050865,134.66574668884277
61,0,20,354.5172119885683,163.19007635116577
61,1,4,637.2894857823849,266.3047480583191
61,1,8,663.7243004143238,172.59458184242249
61,1,12,699.315027743578,153.37809085845947
61,1,16,738.2307414710522,165.46721816062927
61,1,20,778.4956920146942,198.042231798172
62,0,4,523.8643851876259,208.67248058319092
62,0,8,448.7604448199272,140.3650861978531
62,0,12,421.628195643425,125.86755692958832
62,0,16,386.5414798259735,135.36606431007385
62,0,20,353.25740553438663,164.5528757572174
62,1,4,638.6139889061451,265.08224725723267
62,1,8,665.627127289772,173.27278971672058
62,1,12,700.4620596766472,154.69347894191742
62,1,16,737.2709630429745,165.14213800430298
62,1,20,777.7649642527103,197.2853934764862
63,0,4,521.6302935779095,210.54110884666443
63,0,8,450.0089404731989,140.61706840991974
63,0,12,421.9950046390295,126.45872414112091
63,0,16,386.7973206937313,135.1051551103592
63,0,20,353.3346635848284,163.0826485157013
63,1,4,639.9148699641228,262.912837266922
63,1,8,668.8936977088451,173.3642280101776
